example_id,criterion_index,criterion_name,max_score,rater_id,score,answer_id,image_file,question,model_answer,rubric_levels
277_c4,4,Clarity & Organization (1 Mark),1.0,rater2,,277,images/277.png,Q19: describe the 7 layers of OSI model (10 Marks),"The OSI (Open Systems Interconnection) model is a conceptual framework that divides network communication into seven layers, each responsible for a specific function. This layered approach helps in understanding, designing, and troubleshooting network systems.
OSI Model Diagram
+---------------------+
| 7. Application      |
+---------------------+
| 6. Presentation     |
+---------------------+
| 5. Session          |
+---------------------+
| 4. Transport        |
+---------------------+
| 3. Network          |
+---------------------+
| 2. Data Link        |
+---------------------+
| 1. Physical         |
+---------------------+
1. Physical Layer
The Physical layer is responsible for transmitting raw bits over a physical medium. It deals with hardware components such as cables, connectors, and electrical signals, ensuring that data is physically sent from one device to another.

2. Data Link Layer
The Data Link layer ensures reliable communication between directly connected devices by organizing data into frames and performing error detection. It also uses MAC addresses to identify devices within the same network.

3. Network Layer
The Network layer handles logical addressing and routing, determining the best path for data packets to travel from the source to the destination across multiple networks. Protocols such as IP operate at this layer.

4. Transport Layer
The Transport layer provides reliable data transfer through segmentation, flow control, and error recovery. It uses protocols like TCP for reliable communication and UDP for faster, connectionless transmission.

5. Session Layer
The Session layer is responsible for establishing, managing, and terminating communication sessions between applications. It maintains synchronization and controls the dialog during data exchange.

6. Presentation Layer
The Presentation layer focuses on data representation by translating, encrypting, and compressing data so that it can be properly understood by the receiving system. Technologies such as SSL/TLS operate at this level.

7. Application Layer
The Application layer is the topmost layer and provides network services directly to end users and applications. It enables interaction with the network through protocols such as HTTP, FTP, and SMTP.
Rubrics","Excellent: Very clear, neat diagrams/tables, strong justification (1.0) | Good: Clear explanation (0.75) | Average: Understandable but not neat (0.5) | Poor: Poorly organized (0-0.25)"
169_c0,0,Understanding of normalization and related problems(3),3.0,rater2,,169,images/169.png,"Question 1. In database systems, poor design can lead to data redundancy and update anomalies.","Answer 1: Poor database design leads to data redundancy and update anomalies. Redundancy means storing the same data repeatedly, which increases storage and causes inconsistency. The main anomalies are:

Insertion anomaly: Cannot insert data without adding unrelated information
Deletion anomaly: Deleting a record may remove useful data
Update anomaly: Same data must be updated in multiple rows

Normalization is used to organize data and eliminate these problems.

Normal Forms:

1NF: Ensures atomic values and removes repeating groups
2NF: Removes partial dependency (non-key depends on full primary key)
3NF: Removes transitive dependency (non-key depends only on primary key)

Example:

Unnormalized Table:
StudentID | Course | Instructor | InstructorPhone
1 | DBMS | Rahim | 017XX
1 | AI | Karim | 018XX

Problems: Instructor data is repeated → redundancy and update anomaly.

After Normalization:

StudentCourse:
StudentID | Course

CourseInstructor:
Course | Instructor | InstructorPhone

Now redundancy is minimized and anomalies are removed.
Answer 2:A poorly designed database suffers from redundancy and update anomalies, which reduce data consistency.

Suppose we have a table:
OrderID | CustomerName | CustomerAddress | Product

If a customer places multiple orders, their address is stored repeatedly → data redundancy.

Anomalies:

Insertion anomaly: Cannot add a new customer without an order
Deletion anomaly: Deleting last order removes customer info
Update anomaly: Changing address requires multiple updates

To solve this, we apply normalization.

Normal Forms:

1NF: Removes repeating attributes
2NF: Eliminates partial dependency
3NF: Eliminates transitive dependency

Normalized Tables:

Customer:
CustomerID | Name | Address

Order:
OrderID | CustomerID | Product

Now each fact is stored once, reducing redundancy and eliminating anomalies.
Answer 3: Poor database design causes redundant data storage and anomalies (insertion, deletion, update), leading to inconsistency.

Normalization is a step-by-step process to improve database structure.

Example (Unnormalized Table):
StudentID | StudentName | Course | Instructor | InstructorOffice

Problems:

Instructor details repeated → redundancy
Update anomaly if instructor office changes
Step 1: Convert to 1NF

Ensure atomic values (already satisfied, no repeating groups)

Step 2: Convert to 2NF

Remove partial dependency:

StudentName depends only on StudentID

Student Table:
StudentID | StudentName

Step 3: Convert to 3NF

Remove transitive dependency:

InstructorOffice depends on Instructor

Course Table:
Course | Instructor

Instructor Table:
Instructor | InstructorOffice

Now:

No redundant data
All anomalies removed
Database is well-structured
Rubrics","Excellent (2/3): Clearly explains normalization purpose; correctly identifies redundancy and all anomalies (insertion, deletion, update) with reasoning | Good (0.5-2):  Explains normalization and anomalies but misses depth or one type | Average (0.2-0.5):  Basic idea; anomalies unclear or partially incorrect | Poor (0-0.2):  No clear understanding; mostly incorrect"
169_c1,1,Explanation of normal forms(3),3.0,rater2,,169,images/169.png,"Question 1. In database systems, poor design can lead to data redundancy and update anomalies.","Answer 1: Poor database design leads to data redundancy and update anomalies. Redundancy means storing the same data repeatedly, which increases storage and causes inconsistency. The main anomalies are:

Insertion anomaly: Cannot insert data without adding unrelated information
Deletion anomaly: Deleting a record may remove useful data
Update anomaly: Same data must be updated in multiple rows

Normalization is used to organize data and eliminate these problems.

Normal Forms:

1NF: Ensures atomic values and removes repeating groups
2NF: Removes partial dependency (non-key depends on full primary key)
3NF: Removes transitive dependency (non-key depends only on primary key)

Example:

Unnormalized Table:
StudentID | Course | Instructor | InstructorPhone
1 | DBMS | Rahim | 017XX
1 | AI | Karim | 018XX

Problems: Instructor data is repeated → redundancy and update anomaly.

After Normalization:

StudentCourse:
StudentID | Course

CourseInstructor:
Course | Instructor | InstructorPhone

Now redundancy is minimized and anomalies are removed.
Answer 2:A poorly designed database suffers from redundancy and update anomalies, which reduce data consistency.

Suppose we have a table:
OrderID | CustomerName | CustomerAddress | Product

If a customer places multiple orders, their address is stored repeatedly → data redundancy.

Anomalies:

Insertion anomaly: Cannot add a new customer without an order
Deletion anomaly: Deleting last order removes customer info
Update anomaly: Changing address requires multiple updates

To solve this, we apply normalization.

Normal Forms:

1NF: Removes repeating attributes
2NF: Eliminates partial dependency
3NF: Eliminates transitive dependency

Normalized Tables:

Customer:
CustomerID | Name | Address

Order:
OrderID | CustomerID | Product

Now each fact is stored once, reducing redundancy and eliminating anomalies.
Answer 3: Poor database design causes redundant data storage and anomalies (insertion, deletion, update), leading to inconsistency.

Normalization is a step-by-step process to improve database structure.

Example (Unnormalized Table):
StudentID | StudentName | Course | Instructor | InstructorOffice

Problems:

Instructor details repeated → redundancy
Update anomaly if instructor office changes
Step 1: Convert to 1NF

Ensure atomic values (already satisfied, no repeating groups)

Step 2: Convert to 2NF

Remove partial dependency:

StudentName depends only on StudentID

Student Table:
StudentID | StudentName

Step 3: Convert to 3NF

Remove transitive dependency:

InstructorOffice depends on Instructor

Course Table:
Course | Instructor

Instructor Table:
Instructor | InstructorOffice

Now:

No redundant data
All anomalies removed
Database is well-structured
Rubrics","Excellent (2/3):  Correctly explains 1NF, 2NF, 3NF with conditions and how they remove anomalies | Good (0.5-2):  Explains normal forms with minor mistakes or missing details | Average (0.2-0.5):  Mentions normal forms but incomplete/partially wrong | Poor (0-0.2): Incorrect or missing explanation"
169_c2,2,Use of example(2),2.0,rater2,,169,images/169.png,"Question 1. In database systems, poor design can lead to data redundancy and update anomalies.","Answer 1: Poor database design leads to data redundancy and update anomalies. Redundancy means storing the same data repeatedly, which increases storage and causes inconsistency. The main anomalies are:

Insertion anomaly: Cannot insert data without adding unrelated information
Deletion anomaly: Deleting a record may remove useful data
Update anomaly: Same data must be updated in multiple rows

Normalization is used to organize data and eliminate these problems.

Normal Forms:

1NF: Ensures atomic values and removes repeating groups
2NF: Removes partial dependency (non-key depends on full primary key)
3NF: Removes transitive dependency (non-key depends only on primary key)

Example:

Unnormalized Table:
StudentID | Course | Instructor | InstructorPhone
1 | DBMS | Rahim | 017XX
1 | AI | Karim | 018XX

Problems: Instructor data is repeated → redundancy and update anomaly.

After Normalization:

StudentCourse:
StudentID | Course

CourseInstructor:
Course | Instructor | InstructorPhone

Now redundancy is minimized and anomalies are removed.
Answer 2:A poorly designed database suffers from redundancy and update anomalies, which reduce data consistency.

Suppose we have a table:
OrderID | CustomerName | CustomerAddress | Product

If a customer places multiple orders, their address is stored repeatedly → data redundancy.

Anomalies:

Insertion anomaly: Cannot add a new customer without an order
Deletion anomaly: Deleting last order removes customer info
Update anomaly: Changing address requires multiple updates

To solve this, we apply normalization.

Normal Forms:

1NF: Removes repeating attributes
2NF: Eliminates partial dependency
3NF: Eliminates transitive dependency

Normalized Tables:

Customer:
CustomerID | Name | Address

Order:
OrderID | CustomerID | Product

Now each fact is stored once, reducing redundancy and eliminating anomalies.
Answer 3: Poor database design causes redundant data storage and anomalies (insertion, deletion, update), leading to inconsistency.

Normalization is a step-by-step process to improve database structure.

Example (Unnormalized Table):
StudentID | StudentName | Course | Instructor | InstructorOffice

Problems:

Instructor details repeated → redundancy
Update anomaly if instructor office changes
Step 1: Convert to 1NF

Ensure atomic values (already satisfied, no repeating groups)

Step 2: Convert to 2NF

Remove partial dependency:

StudentName depends only on StudentID

Student Table:
StudentID | StudentName

Step 3: Convert to 3NF

Remove transitive dependency:

InstructorOffice depends on Instructor

Course Table:
Course | Instructor

Instructor Table:
Instructor | InstructorOffice

Now:

No redundant data
All anomalies removed
Database is well-structured
Rubrics",Excellent (2/3):  Clear table/example; shows anomalies and normalization steps correctly | Good (0.5-2):  Relevant example but explanation partially unclear | Average (0.2-0.5):  Example present but weak connection to concept | Poor (0-0.2):  No example or incorrect
169_c3,3,Clear and organized writing(2),2.0,rater2,,169,images/169.png,"Question 1. In database systems, poor design can lead to data redundancy and update anomalies.","Answer 1: Poor database design leads to data redundancy and update anomalies. Redundancy means storing the same data repeatedly, which increases storage and causes inconsistency. The main anomalies are:

Insertion anomaly: Cannot insert data without adding unrelated information
Deletion anomaly: Deleting a record may remove useful data
Update anomaly: Same data must be updated in multiple rows

Normalization is used to organize data and eliminate these problems.

Normal Forms:

1NF: Ensures atomic values and removes repeating groups
2NF: Removes partial dependency (non-key depends on full primary key)
3NF: Removes transitive dependency (non-key depends only on primary key)

Example:

Unnormalized Table:
StudentID | Course | Instructor | InstructorPhone
1 | DBMS | Rahim | 017XX
1 | AI | Karim | 018XX

Problems: Instructor data is repeated → redundancy and update anomaly.

After Normalization:

StudentCourse:
StudentID | Course

CourseInstructor:
Course | Instructor | InstructorPhone

Now redundancy is minimized and anomalies are removed.
Answer 2:A poorly designed database suffers from redundancy and update anomalies, which reduce data consistency.

Suppose we have a table:
OrderID | CustomerName | CustomerAddress | Product

If a customer places multiple orders, their address is stored repeatedly → data redundancy.

Anomalies:

Insertion anomaly: Cannot add a new customer without an order
Deletion anomaly: Deleting last order removes customer info
Update anomaly: Changing address requires multiple updates

To solve this, we apply normalization.

Normal Forms:

1NF: Removes repeating attributes
2NF: Eliminates partial dependency
3NF: Eliminates transitive dependency

Normalized Tables:

Customer:
CustomerID | Name | Address

Order:
OrderID | CustomerID | Product

Now each fact is stored once, reducing redundancy and eliminating anomalies.
Answer 3: Poor database design causes redundant data storage and anomalies (insertion, deletion, update), leading to inconsistency.

Normalization is a step-by-step process to improve database structure.

Example (Unnormalized Table):
StudentID | StudentName | Course | Instructor | InstructorOffice

Problems:

Instructor details repeated → redundancy
Update anomaly if instructor office changes
Step 1: Convert to 1NF

Ensure atomic values (already satisfied, no repeating groups)

Step 2: Convert to 2NF

Remove partial dependency:

StudentName depends only on StudentID

Student Table:
StudentID | StudentName

Step 3: Convert to 3NF

Remove transitive dependency:

InstructorOffice depends on Instructor

Course Table:
Course | Instructor

Instructor Table:
Instructor | InstructorOffice

Now:

No redundant data
All anomalies removed
Database is well-structured
Rubrics","Excellent (2/3):  Very well-structured; clear flow, neat tables/steps | Good (0.5-2):  Generally clear with minor issues | Average (0.2-0.5): Understandable but poorly structured | Poor (0-0.2):  Disorganized and unclear"
309_def,0,Definition of Data Mining,4.0,rater2,,309,images/309.png,What is Data Mining? Describe the steps of the KDD (Knowledge Discovery in Databases) process and explain why data mining is essential in modern organizations.,"Definition of Data Mining:
Data mining is the process of discovering meaningful patterns, knowledge, or useful information from large datasets using techniques from statistics, machine learning, and pattern recognition.
Steps of the KDD Process:
The Knowledge Discovery in Databases (KDD) process includes the following main steps:
1. Data Selection
2. Data Preprocessing / Cleaning
3. Data Transformation
4. Data Mining
5. Pattern Evaluation
6. Knowledge Presentation
Justification / Importance of Data Mining:
Data mining is essential in modern organizations because it enables data-driven decision making and provides insights that would otherwise remain hidden in large datasets. By analyzing customer behavior, transaction patterns, and market trends, organizations can make strategic decisions that improve efficiency, increase revenue, and reduce risks.

For example, a retail company can analyze purchase histories to recommend products to customers, thereby increasing sales and enhancing customer satisfaction. Similarly, banks can detect fraudulent transactions by identifying unusual patterns in account activity, which helps prevent financial losses.
Rubrics for DataMining ",Excellent (4): Clear and correct definition explaining discovery of useful patterns/knowledge from large datasets | Good (3): Correct definition but slightly incomplete | Average (2): Basic idea mentioned but not clearly defined | Poor (0-1): Incorrect or missing definition
309_kdd,1,KDD Process Steps,4.0,rater2,,309,images/309.png,What is Data Mining? Describe the steps of the KDD (Knowledge Discovery in Databases) process and explain why data mining is essential in modern organizations.,"Definition of Data Mining:
Data mining is the process of discovering meaningful patterns, knowledge, or useful information from large datasets using techniques from statistics, machine learning, and pattern recognition.
Steps of the KDD Process:
The Knowledge Discovery in Databases (KDD) process includes the following main steps:
1. Data Selection
2. Data Preprocessing / Cleaning
3. Data Transformation
4. Data Mining
5. Pattern Evaluation
6. Knowledge Presentation
Justification / Importance of Data Mining:
Data mining is essential in modern organizations because it enables data-driven decision making and provides insights that would otherwise remain hidden in large datasets. By analyzing customer behavior, transaction patterns, and market trends, organizations can make strategic decisions that improve efficiency, increase revenue, and reduce risks.

For example, a retail company can analyze purchase histories to recommend products to customers, thereby increasing sales and enhancing customer satisfaction. Similarly, banks can detect fraudulent transactions by identifying unusual patterns in account activity, which helps prevent financial losses.
Rubrics for DataMining ","Excellent (4): Most or all steps correctly identified (selection, preprocessing, transformation, data mining, evaluation, presentation) | Good (3): Several steps identified but some missing | Average (2): Few steps mentioned with limited understanding | Poor (0-1): Steps mostly incorrect or missing"
309_c2,2,Importance of Data Mining Marks=(4),4.0,rater2,,309,images/309.png,What is Data Mining? Describe the steps of the KDD (Knowledge Discovery in Databases) process and explain why data mining is essential in modern organizations.,"Definition of Data Mining:
Data mining is the process of discovering meaningful patterns, knowledge, or useful information from large datasets using techniques from statistics, machine learning, and pattern recognition.
Steps of the KDD Process:
The Knowledge Discovery in Databases (KDD) process includes the following main steps:
1. Data Selection
2. Data Preprocessing / Cleaning
3. Data Transformation
4. Data Mining
5. Pattern Evaluation
6. Knowledge Presentation
Justification / Importance of Data Mining:
Data mining is essential in modern organizations because it enables data-driven decision making and provides insights that would otherwise remain hidden in large datasets. By analyzing customer behavior, transaction patterns, and market trends, organizations can make strategic decisions that improve efficiency, increase revenue, and reduce risks.

For example, a retail company can analyze purchase histories to recommend products to customers, thereby increasing sales and enhancing customer satisfaction. Similarly, banks can detect fraudulent transactions by identifying unusual patterns in account activity, which helps prevent financial losses.
Rubrics for DataMining ",Excellent (4): Strong justification with clear reasoning | Good (3): Reasonable justification but limited explanation | Average (2): General statement with weak reasoning | Poor (0-1): No clear justification
309_ex,3,Example / Application,4.0,rater2,,309,images/309.png,What is Data Mining? Describe the steps of the KDD (Knowledge Discovery in Databases) process and explain why data mining is essential in modern organizations.,"Definition of Data Mining:
Data mining is the process of discovering meaningful patterns, knowledge, or useful information from large datasets using techniques from statistics, machine learning, and pattern recognition.
Steps of the KDD Process:
The Knowledge Discovery in Databases (KDD) process includes the following main steps:
1. Data Selection
2. Data Preprocessing / Cleaning
3. Data Transformation
4. Data Mining
5. Pattern Evaluation
6. Knowledge Presentation
Justification / Importance of Data Mining:
Data mining is essential in modern organizations because it enables data-driven decision making and provides insights that would otherwise remain hidden in large datasets. By analyzing customer behavior, transaction patterns, and market trends, organizations can make strategic decisions that improve efficiency, increase revenue, and reduce risks.

For example, a retail company can analyze purchase histories to recommend products to customers, thereby increasing sales and enhancing customer satisfaction. Similarly, banks can detect fraudulent transactions by identifying unusual patterns in account activity, which helps prevent financial losses.
Rubrics for DataMining ","Excellent (4): Relevant real-world example provided (e.g., marketing, fraud detection, recommendation systems) | Good (3): Example provided but not well explained | Average (2): Vague or unclear example | Poor (0-1): No example"
469_c0,0,Definition of Method Overloading,4.0,rater2,,469,images/469.png,Differentiate between method overloading and method overriding (in Java) with examples.,"
Definition of Method Overloading:
 Method overloading occurs when multiple methods in the same class have the same name but different parameter lists (different number, type, or order of parameters). It is an example of compile-time polymorphism because the compiler determines which method will be executed.

Definition of Method Overriding: 
Method overriding occurs when a subclass provides a new implementation of a method already defined in the parent class using the same method signature. It is an example of run-time polymorphism because the method call is resolved during execution.

Comparison:
| Method Overloading                                              | Method Overriding                                              |
| --------------------------------------                         | ----------------------------------------                     |
| Happens within the same class                         | Happens between parent and child classes |
| Same method name, different parameters | Same method name, same parameters        |
| Compile-time polymorphism                            | Run-time polymorphism                                     |
| Inheritance not required                                     | Inheritance required                                             |





Example:

class Area {
    int calculate(int side) {
        return side * side;
    }

    int calculate(int length, int width) {
        return length * width;
    }
}

class Bird {
    void fly() {
        System.out.println(""Bird flies"");
    }
}

class Sparrow extends Bird {
    void fly() {
        System.out.println(""Sparrow flies low"");
    }
}

calculate() is overloaded and fly() is overridden..","Excellent (4): Clearly defines method
 overloading as same
 method name with different
 parameter lists in the same
 class; mentions compile-time 
polymorphism correctly | Good (3): Defines correctly but 
misses one important aspect
(e.g., compile-time polymorphism 
or parameter variation) | Average (2): Partial definition with 
limited clarity | Poor (1): Incorrect or missing definition"
469_c1,1,Definition of Method Overriding,4.0,rater2,,469,images/469.png,Differentiate between method overloading and method overriding (in Java) with examples.,"
Definition of Method Overloading:
 Method overloading occurs when multiple methods in the same class have the same name but different parameter lists (different number, type, or order of parameters). It is an example of compile-time polymorphism because the compiler determines which method will be executed.

Definition of Method Overriding: 
Method overriding occurs when a subclass provides a new implementation of a method already defined in the parent class using the same method signature. It is an example of run-time polymorphism because the method call is resolved during execution.

Comparison:
| Method Overloading                                              | Method Overriding                                              |
| --------------------------------------                         | ----------------------------------------                     |
| Happens within the same class                         | Happens between parent and child classes |
| Same method name, different parameters | Same method name, same parameters        |
| Compile-time polymorphism                            | Run-time polymorphism                                     |
| Inheritance not required                                     | Inheritance required                                             |





Example:

class Area {
    int calculate(int side) {
        return side * side;
    }

    int calculate(int length, int width) {
        return length * width;
    }
}

class Bird {
    void fly() {
        System.out.println(""Bird flies"");
    }
}

class Sparrow extends Bird {
    void fly() {
        System.out.println(""Sparrow flies low"");
    }
}

calculate() is overloaded and fly() is overridden..","Excellent (4): Clearly defines method
 overriding as redefining 
inherited method in child 
class with same signature; 
mentions run-time 
polymorphism correctly | Good (3): Correct definition with
 minor missing point | Average (2): Partial explanation | Poor (1): Incorrect or missing definition"
469_c2,2,Comparision,4.0,rater2,,469,images/469.png,Differentiate between method overloading and method overriding (in Java) with examples.,"
Definition of Method Overloading:
 Method overloading occurs when multiple methods in the same class have the same name but different parameter lists (different number, type, or order of parameters). It is an example of compile-time polymorphism because the compiler determines which method will be executed.

Definition of Method Overriding: 
Method overriding occurs when a subclass provides a new implementation of a method already defined in the parent class using the same method signature. It is an example of run-time polymorphism because the method call is resolved during execution.

Comparison:
| Method Overloading                                              | Method Overriding                                              |
| --------------------------------------                         | ----------------------------------------                     |
| Happens within the same class                         | Happens between parent and child classes |
| Same method name, different parameters | Same method name, same parameters        |
| Compile-time polymorphism                            | Run-time polymorphism                                     |
| Inheritance not required                                     | Inheritance required                                             |





Example:

class Area {
    int calculate(int side) {
        return side * side;
    }

    int calculate(int length, int width) {
        return length * width;
    }
}

class Bird {
    void fly() {
        System.out.println(""Bird flies"");
    }
}

class Sparrow extends Bird {
    void fly() {
        System.out.println(""Sparrow flies low"");
    }
}

calculate() is overloaded and fly() is overridden..","Excellent (4): Clearly identifies at least 
4 major differences: 
class relationship, parameters, 
binding time, inheritance 
requirement | Good (3): Identifies 3 differences 
correctly | Average (2): Identifies 2 differences
 | Poor (1): Very limited or incorrect 
comparison"
469_ex,3,Example / Application,4.0,rater2,,469,images/469.png,Differentiate between method overloading and method overriding (in Java) with examples.,"
Definition of Method Overloading:
 Method overloading occurs when multiple methods in the same class have the same name but different parameter lists (different number, type, or order of parameters). It is an example of compile-time polymorphism because the compiler determines which method will be executed.

Definition of Method Overriding: 
Method overriding occurs when a subclass provides a new implementation of a method already defined in the parent class using the same method signature. It is an example of run-time polymorphism because the method call is resolved during execution.

Comparison:
| Method Overloading                                              | Method Overriding                                              |
| --------------------------------------                         | ----------------------------------------                     |
| Happens within the same class                         | Happens between parent and child classes |
| Same method name, different parameters | Same method name, same parameters        |
| Compile-time polymorphism                            | Run-time polymorphism                                     |
| Inheritance not required                                     | Inheritance required                                             |





Example:

class Area {
    int calculate(int side) {
        return side * side;
    }

    int calculate(int length, int width) {
        return length * width;
    }
}

class Bird {
    void fly() {
        System.out.println(""Bird flies"");
    }
}

class Sparrow extends Bird {
    void fly() {
        System.out.println(""Sparrow flies low"");
    }
}

calculate() is overloaded and fly() is overridden..","Excellent (4): Provides correct and 
complete programming 
example for both overloading
 and overriding with clear 
explanation | Good (3): Example mostly
correct
 with minor error | Average (2): Partial example or 
only one concept shown | Poor (1): No valid example"
106_c0,0,Defintion of climate and weather,2.0,rater2,,106,images/106.png,"1. What do you mean by climate and weather?  2. Mention the climate variables. 3. Increased water temperature altered hemato-biochemical parameters in rohu, explain.","1. Definition of climate and weather: Climate: Climate is defined as an area's long-term weather patterns. The simplest way to describe climate is to look at average temperature and precipitation over time. It takes a long time to change.  Weather: Weather is the state of the atmosphere at a particular place during a short period of time. It can change within a short period of time, like minutes or hours.
2. Climate variables: Climate variable can be cassified into three categories such as physical, chemical, and biological. Some climate variables that are measured as follows:
3. Hemato-biochemical changes in rohu due to an increase of temparature  In rohu (Labeo rohita), increased water temperature causes thermal stress, which changes  normal blood and biochemical conditions. Usually, hemoglobin, RBC, glucose may rise at first because the fish needs more oxygen and energy to cope with stress,  while total protein and some ions may decrease due to disturbed metabolism and osmotic  imbalance.  Erythrocytic cellular abnormalities (ECA), erythrocytic nuclear abnormalities (ENA) may may also rise due to elevated temparature.  So, higher temperature alters hemato-biochemical parameters by affecting the  fish’s respiration, metabolism, and stress response.
Rubrics","Excellent (2): Clear concept with correct spelling and sentence structure | Good (1.75): Clear concept but average sentence structure and spelling | Average (1.25-1.5): Incomplete definition, with one correct definition but the rest incorrect. | Poor (=<1): Incomplete definition of both along with poor sentence structure"
106_c1,1,Name of the climate variables,2.0,rater2,,106,images/106.png,"1. What do you mean by climate and weather?  2. Mention the climate variables. 3. Increased water temperature altered hemato-biochemical parameters in rohu, explain.","1. Definition of climate and weather: Climate: Climate is defined as an area's long-term weather patterns. The simplest way to describe climate is to look at average temperature and precipitation over time. It takes a long time to change.  Weather: Weather is the state of the atmosphere at a particular place during a short period of time. It can change within a short period of time, like minutes or hours.
2. Climate variables: Climate variable can be cassified into three categories such as physical, chemical, and biological. Some climate variables that are measured as follows:
3. Hemato-biochemical changes in rohu due to an increase of temparature  In rohu (Labeo rohita), increased water temperature causes thermal stress, which changes  normal blood and biochemical conditions. Usually, hemoglobin, RBC, glucose may rise at first because the fish needs more oxygen and energy to cope with stress,  while total protein and some ions may decrease due to disturbed metabolism and osmotic  imbalance.  Erythrocytic cellular abnormalities (ECA), erythrocytic nuclear abnormalities (ENA) may may also rise due to elevated temparature.  So, higher temperature alters hemato-biochemical parameters by affecting the  fish’s respiration, metabolism, and stress response.
Rubrics","Excellent (2): Mention all the 6 variables correctly | Good (1.75): Mention 4 or 5 variables correctly | Average (1.25-1.5): Mention 3 or 4 variables correctly  | Poor (=<1): Mention 1 or 2 variables, or answer irrelevant variables"
106_c2,2,Hemato-biochemical changes in rohu due to an increase of temparature,2.0,rater2,,106,images/106.png,"1. What do you mean by climate and weather?  2. Mention the climate variables. 3. Increased water temperature altered hemato-biochemical parameters in rohu, explain.","1. Definition of climate and weather: Climate: Climate is defined as an area's long-term weather patterns. The simplest way to describe climate is to look at average temperature and precipitation over time. It takes a long time to change.  Weather: Weather is the state of the atmosphere at a particular place during a short period of time. It can change within a short period of time, like minutes or hours.
2. Climate variables: Climate variable can be cassified into three categories such as physical, chemical, and biological. Some climate variables that are measured as follows:
3. Hemato-biochemical changes in rohu due to an increase of temparature  In rohu (Labeo rohita), increased water temperature causes thermal stress, which changes  normal blood and biochemical conditions. Usually, hemoglobin, RBC, glucose may rise at first because the fish needs more oxygen and energy to cope with stress,  while total protein and some ions may decrease due to disturbed metabolism and osmotic  imbalance.  Erythrocytic cellular abnormalities (ECA), erythrocytic nuclear abnormalities (ENA) may may also rise due to elevated temparature.  So, higher temperature alters hemato-biochemical parameters by affecting the  fish’s respiration, metabolism, and stress response.
Rubrics","Excellent (2): Briefly describes the scientific process and altered parameters in an orderly manner | Good (1.75): Mentions the altered parameters properly, but does not mention the reasons | Average (1.25-1.5):  Mention 1 or 2  parameters properly and does not explain the cause also | Poor (=<1): Mention incomplete and irrelevant data"
475_c0,0,Definition of Method Overloading,4.0,rater2,,475,images/475.png,Differentiate between method overloading and method overriding (in Java) with examples.,"
Definition of Method Overloading:
 Method overloading occurs when multiple methods in the same class have the same name but different parameter lists (different number, type, or order of parameters). It is an example of compile-time polymorphism because the compiler determines which method will be executed.

Definition of Method Overriding: 
Method overriding occurs when a subclass provides a new implementation of a method already defined in the parent class using the same method signature. It is an example of run-time polymorphism because the method call is resolved during execution.

Comparison:
| Method Overloading                                              | Method Overriding                                              |
| --------------------------------------                         | ----------------------------------------                     |
| Happens within the same class                         | Happens between parent and child classes |
| Same method name, different parameters | Same method name, same parameters        |
| Compile-time polymorphism                            | Run-time polymorphism                                     |
| Inheritance not required                                     | Inheritance required                                             |





Example:

class Area {
    int calculate(int side) {
        return side * side;
    }

    int calculate(int length, int width) {
        return length * width;
    }
}

class Bird {
    void fly() {
        System.out.println(""Bird flies"");
    }
}

class Sparrow extends Bird {
    void fly() {
        System.out.println(""Sparrow flies low"");
    }
}

calculate() is overloaded and fly() is overridden..","Excellent (4): Clearly defines method
 overloading as same
 method name with different
 parameter lists in the same
 class; mentions compile-time 
polymorphism correctly | Good (3): Defines correctly but 
misses one important aspect
(e.g., compile-time polymorphism 
or parameter variation) | Average (2): Partial definition with 
limited clarity | Poor (1): Incorrect or missing definition"
475_c1,1,Definition of Method Overriding,4.0,rater2,,475,images/475.png,Differentiate between method overloading and method overriding (in Java) with examples.,"
Definition of Method Overloading:
 Method overloading occurs when multiple methods in the same class have the same name but different parameter lists (different number, type, or order of parameters). It is an example of compile-time polymorphism because the compiler determines which method will be executed.

Definition of Method Overriding: 
Method overriding occurs when a subclass provides a new implementation of a method already defined in the parent class using the same method signature. It is an example of run-time polymorphism because the method call is resolved during execution.

Comparison:
| Method Overloading                                              | Method Overriding                                              |
| --------------------------------------                         | ----------------------------------------                     |
| Happens within the same class                         | Happens between parent and child classes |
| Same method name, different parameters | Same method name, same parameters        |
| Compile-time polymorphism                            | Run-time polymorphism                                     |
| Inheritance not required                                     | Inheritance required                                             |





Example:

class Area {
    int calculate(int side) {
        return side * side;
    }

    int calculate(int length, int width) {
        return length * width;
    }
}

class Bird {
    void fly() {
        System.out.println(""Bird flies"");
    }
}

class Sparrow extends Bird {
    void fly() {
        System.out.println(""Sparrow flies low"");
    }
}

calculate() is overloaded and fly() is overridden..","Excellent (4): Clearly defines method
 overriding as redefining 
inherited method in child 
class with same signature; 
mentions run-time 
polymorphism correctly | Good (3): Correct definition with
 minor missing point | Average (2): Partial explanation | Poor (1): Incorrect or missing definition"
